,Unnamed: 0,image_id,planting_date,genotype,treatment,pistil_area,pistil_circularity,bbox,segm,confidence,center_x,center_y,perimeter_intersect,possible_overlap,scan_position,scan_angle,plant_id,total_scans_for_sample,y_pos_all_overlapped,y_pos_all_overlapped_len_standardized
10,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1B73/no_treatment/153-2~0600000008.jpg,early_planting,gt1B73,no_treatment,751,0.634672099333158,[[368.31296 152.38332 389.27225 206.0669 ]],"{'size': [672, 1008], 'counts': b']ea79Zd0i0A9H4N1O001O01O2N1O3M2N5K2N2N3M2M5L2M5JVQf<'}",0.9219691,378.0,493.0,False,False,6,8,/153-2,7,3185.0,0.5924479166666666
11,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1B73/no_treatment/153-8~0100000008.jpg,early_planting,gt1B73,no_treatment,538,0.7292584141490741,[[403.33652 369.27924 424.56805 408.63638]],"{'size': [672, 1008], 'counts': b'f_Y88fd0d0^O4L3M1O000001O1O2N1O2N2N2N3L3N2M3N4Jfkn;'}",0.9480018,413.5,282.5,False,False,1,8,/153-8,3,299.0,0.111235119047619
12,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1B73/no_treatment/153-8~0300000008.jpg,early_planting,gt1B73,no_treatment,720,0.830363084144386,[[229.32033    0.       265.59348   23.732237]],"{'size': [672, 1008], 'counts': b'Pnf47id04L4L2N2N2N001O001O000000000000000000000000000000O1O100O10000O100O1OQcW?'}",0.899193,247.0,661.0,True,False,3,8,/153-8,3,2378.0,0.8846726190476191
13,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1B73/no_treatment/157-6~0000000008.jpg,early_planting,gt1B73,no_treatment,123,0.8603896768049969,[[431.36618 318.8092  441.8299  339.36096]],"{'size': [672, 1008], 'counts': b'Ujk8:dd04L3O10O1N2O2M3Ljhc;'}",0.8993081,436.0,342.5,False,False,0,8,/157-6,5,342.5,0.0848214285714285
14,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1B73/no_treatment/157-6~0300000008.jpg,early_planting,gt1B73,no_treatment,284,0.7981137893421489,[[417.8566  156.60207 433.7033  185.19244]],"{'size': [672, 1008], 'counts': b'V_b87dd0:I4N1O2O0O10O1O1O1O2M3N3M4JcUi;'}",0.96004236,425.0,500.5,False,False,3,8,/157-6,5,1736.0,0.4305555555555556
15,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1B73/no_treatment/157-6~0400000008.jpg,early_planting,gt1B73,no_treatment,1135,0.6715023131929294,[[400.12708 273.51276 428.83502 334.0117 ]],"{'size': [672, 1008], 'counts': b'QiV8h0Ud07J5L2L5K6L3M2O2N1O0010O1O1O2N8H2M3N2N2N3M3L3N2M4M3L7FVZl;'}",0.9669681,413.5,368.5,False,False,4,8,/157-6,5,1576.5,0.3908730158730158
16,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1B73/no_treatment/157-6~0500000008.jpg,early_planting,gt1B73,no_treatment,261,0.9542207496374586,[[405.4034  239.85973 426.00433 258.64185]],"{'size': [672, 1008], 'counts': b'fZ[8:cd04M201N1000000001O0O101O1N1O2N1O3M[[n;'}",0.90877324,415.5,423.5,False,False,5,8,/157-6,5,2275.0,0.5642361111111112
17,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1608,0.8341720708839994,[[513.509   266.76822 550.172   328.25436]],"{'size': [672, 1008], 'counts': b'Wca:h0Sd07L4L3M2N3M3N1O2N1O1O1O1O10O01O10O10O10O10O10O1O101N1O2N2N3L3L6I7J7GXn\\9'}",0.993238,531.0,374.5,False,False,0,8,/154-1,9,374.5,0.0556547619047619
18,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1364,0.8173725274999382,[[215.3205  409.66617 251.05013 466.6152 ]],"{'size': [672, 1008], 'counts': b'\\j^48ad0?D9I5L4L3N2N2N101N1000O1O001O001O1O001O1O1O1O1N2O001N2O2M2N3M3M5J[[`?'}",0.99082,233.5,233.0,False,False,0,8,/154-1,9,233.0,0.034672619047619
19,2,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1357,0.7911729680611533,[[489.05157 269.9845  520.8881  328.9293 ]],"{'size': [672, 1008], 'counts': b'UkQ:?]d09H7I6K4L4M2M3N2M2O2O000000010O01O1O1O1N2O2N3M2M4L2N4L3L4L9EeYo9'}",0.9896235,505.0,372.0,False,False,0,8,/154-1,9,372.0,0.0553571428571428
20,3,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,2009,0.6773809663871856,[[453.45218 457.74722 491.29092 539.95404]],"{'size': [672, 1008], 'counts': b'WS[9<ad04L4L4J5K6I7H8L3M3N3N2K4M3N2N2O1O1O1O100O100001O1O1O2M2O2L4L5K5J9G<Bh^c:'}",0.98768926,472.0,172.0,False,False,0,8,/154-1,9,172.0,0.025595238095238
21,4,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1446,0.8391354670948822,[[416.87924 295.81796 452.66287 352.25366]],"{'size': [672, 1008], 'counts': b'Zdb87`d0c0A8I5L3M4M2O1O1O100O1000000O10O10000O101N1O1O2O0O2N2N2M3N3L5J6K5GZb\\;'}",0.98618954,434.5,347.0,False,False,0,8,/154-1,9,347.0,0.0516369047619047
22,5,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1639,0.8201729939628791,[[433.2788  468.88416 470.47095 531.9184 ]],"{'size': [672, 1008], 'counts': b'aYm8348Wd0a0H3L3M4L3N2M3N1N3N1O1O1N200O1O1O10000000000001N2O1M4L2O3M1N3M4M2L5D>GkbP;'}",0.9851623,451.5,170.5,False,False,0,8,/154-1,9,170.5,0.025297619047619
23,6,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1172,0.8191969991121699,[[488.38696  74.61946 520.4011  125.41161]],"{'size': [672, 1008], 'counts': b'TPQ:b0Yd07K4M3O1N100O2N100O2M2O1O1N2O1O1O100O0100O100O2O0O3M2M6I8HZjP:'}",0.98479384,503.5,572.0,False,False,0,8,/154-1,9,572.0,0.0851190476190476
24,7,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1368,0.8627948892103017,[[518.8906    77.295715 557.5076   125.47272 ]],"{'size': [672, 1008], 'counts': b'Wfd:;ad0:H3M4M1N3N1N2O2N1O1O1O1O100O100O10000O10O10O10000O01O1O1O1O1O2M2O2L6Kd0XOQaX9'}",0.9841208,537.0,571.0,False,False,0,8,/154-1,9,571.0,0.0849702380952381
25,8,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1313,0.8362181080418548,[[218.578   153.96167 252.63794 210.8427 ]],"{'size': [672, 1008], 'counts': b'`l_4<`d08J4K5L3M4L3M3N3M3N1N2O10O010O1O1O1O001O001O1O2M2O1N3M2O1N3M5K5J\\n_?'}",0.98074603,235.0,490.0,False,False,0,8,/154-1,9,490.0,0.0729166666666666
26,9,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1892,0.7916835054774192,[[241.55695 407.4261  278.5428  479.41364]],"{'size': [672, 1008], 'counts': b'bWo4h0Sd09K3L4L5K5K3N2M3N2N101N1O2N100O100001O1O1O1O1O1N3N2N2N3L3N3M2M3M5K5K9Focn>'}",0.97906494,259.5,228.0,False,False,0,8,/154-1,9,228.0,0.0339285714285714
27,10,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1405,0.7288630345721512,[[311.88272 505.973   344.82346 569.52484]],"{'size': [672, 1008], 'counts': b'lX]67bd0?D8I5K5K4L4M4L3N2N1O100O1O10O1O1N2N3M201M4M2K5M4N1N2O1O1O5K8G\\Wc='}",0.97882915,327.5,134.0,False,False,0,8,/154-1,9,134.0,0.0199404761904761
28,11,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1212,0.866625626468867,[[417.2103   93.67967 451.98996 141.96678]],"{'size': [672, 1008], 'counts': b'd]b8<ad07J4L5K3M4L2O2N1O1O1O1O10000O10000O0100O001O1O1O2N100O2N2N4K7I8Hc]];'}",0.96180385,434.0,555.0,False,False,0,8,/154-1,9,555.0,0.0825892857142857
29,12,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1699,0.7814048808302313,[[394.03162  61.67344 433.16406 125.35448]],"{'size': [672, 1008], 'counts': b'dnS89bd0c0@6I5L4L3N2N3M2N5K2N10000O100000000001O001O001N2J6K4M4L4M3N3M2K6L4L4K8G_Xi;'}",0.9420596,414.0,578.5,False,False,0,8,/154-1,9,578.5,0.0860119047619047
30,13,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1298,0.8158388058915943,[[324.29166 537.68286 359.807   592.73987]],"{'size': [672, 1008], 'counts': b'jje6`0]d05L2N3M3M2O1N3N1N2N2N2M4N1N200O100000000004L1O1O1O1N2N2N2M3N2M4K5K8BefX='}",0.9254591,342.0,105.5,False,False,0,8,/154-1,9,105.5,0.015625
31,14,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0000000008.jpg,early_planting,gt1ra3B73,defoliated,1654,0.7955175875546813,[[373.36075  76.87876 411.56744 138.71051]],"{'size': [672, 1008], 'counts': b'Rae7j0Td05L3L3N2N2N2N2O0O2O1O0O2O0O2N1O1O1O1O100O100O100007I4L2N1O1O2M3M4K7I9F9D_eW<'}",0.91195893,392.0,564.0,False,False,0,8,/154-1,9,564.0,0.0839285714285714
32,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,1584,0.8562634918118375,[[438.06595 299.39175 475.77734 356.58087]],"{'size': [672, 1008], 'counts': b'[ho89^d0>I5J5M3N1O1N2M2O1O2N1O1O1O1O1O1O1O1O100O1001O001O0O2O1O1N2N3L3N3L6J5J8Ho^m:'}",0.992385,456.0,344.0,False,False,1,8,/154-1,9,422.0,0.062797619047619
33,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,1574,0.8931891907498622,[[342.4909  327.53293 380.0344  381.9152 ]],"{'size': [672, 1008], 'counts': b'V^Q78_d0=H6L3N2M4L3M3N2N1O2N1O100O100O10000O10000000O1000001N1O2O1N2N2M3M4L4K6J^ik<'}",0.99163765,361.0,318.5,False,False,1,8,/154-1,9,371.0,0.0552083333333333
34,2,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,4814,0.8501578741063364,[[367.1691   93.99155 431.64212 186.73933]],"{'size': [672, 1008], 'counts': b'fca7d1Vc0;H6K4L4M2N2M3O0O1O1O2N1O1O100O100000001O00000001O001O001O001O1O1O1O001O1N2O001O1O001O1N2O1O0O2O1N2O1N2O1M3N2N3L3I8J6H8I:ERVk;'}",0.9821838,398.5,532.0,False,False,1,8,/154-1,9,798.0,0.11875
35,3,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,1705,0.9036288243813904,[[410.4449  298.97302 451.55576 354.06485]],"{'size': [672, 1008], 'counts': b'Uf^8=^d09H6K5M2M3N2M3N1O2N1O2O0O1O100O100000000001O00001O001O00001O1O1N2O1N3L3N3K6HYW];'}",0.98200387,431.0,346.5,False,False,1,8,/154-1,9,427.0,0.0635416666666666
36,5,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,2302,0.7884974267909192,[[459.05655  97.32741 499.62787 175.6885 ]],"{'size': [672, 1008], 'counts': b'bP^91gd0c0ZO?G8K4M4K4M2M3N2N1O1O1O1O1N2O1O1O1O100O100001O001O001N2O1N3M2N3M3M4K5L6H=_OQm]:'}",0.97950464,479.0,534.5,False,False,1,8,/154-1,9,803.0,0.1194940476190476
37,6,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,2899,0.7598975067719473,[[306.58112 120.30093 350.94275 208.25635]],"{'size': [672, 1008], 'counts': b'_cY6g0Vd0=C9I5J5K5L5K4M3L3N1N2N2N1O2N100O1001O001O1O1O1O1O1O1O1O001O1O1O2N1N3N2N2N3L8H;E<BdY`='}",0.9767769,327.5,507.0,False,False,1,8,/154-1,9,748.0,0.1113095238095238
38,7,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,972,0.8553791894139898,[[322.59735 328.4028  352.92447 372.1109 ]],"{'size': [672, 1008], 'counts': b'UZd64fd09J4L4M4J6L3L3O1O2N100O10000000O101O001O1O1O1N2O2M2O3L5K9DR`]='}",0.97650325,337.5,321.5,False,False,1,8,/154-1,9,377.0,0.0561011904761904
39,12,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,1630,0.8677429235697729,[[436.4601  112.19009 473.29883 173.18332]],"{'size': [672, 1008], 'counts': b'Ymn8j0Sd06L3M2N3L2O2N1O1O2M2O1O1O100O1O100O0101O001O1O001O1N2O0O3M2N2N3M2M5J7Ennn:'}",0.9472256,454.5,527.5,False,False,1,8,/154-1,9,789.0,0.1174107142857142
40,13,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0100000008.jpg,early_planting,gt1ra3B73,defoliated,2701,0.7999681990792803,[[401.70142     3.4648333 447.09543    78.764435 ]],"{'size': [672, 1008], 'counts': b'j_X8h0Sd0;G6I5L4L5K5N1N5L2N2N1O2N1O00000000000000000000000000000001N101N1O1O2N1N4K4K7J6H9A`0G[i`;'}",0.8966477,424.0,631.5,False,False,1,8,/154-1,9,997.0,0.1483630952380952
41,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,1772,0.8436022297446926,[[365.69418 332.22693 404.76007 390.85077]],"{'size': [672, 1008], 'counts': b'[a`7>Zd0=F8J5L3N2N2N1O1O10O01O010O100O100O2N10000O10000000O100O2N2N3M2N3L5L3L4L4J=^OS\\[<'}",0.98602295,385.0,311.0,False,False,2,8,/154-1,9,667.0,0.0992559523809523
42,1,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,2378,0.7272244410904932,[[471.90732 160.10652 514.74445 239.95694]],"{'size': [672, 1008], 'counts': b'`Xg98ad09H:I311J7G7D<K4N3N7I2N0100001O001O0000010O01N101O001O1N2O1O1O1N3N1N3M3L5K5H>@UPT:'}",0.9856618,493.5,471.5,False,False,2,8,/154-1,9,1148.5,0.1708333333333333
43,3,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,3603,0.7975285494326534,[[442.15195 276.43344 493.6515  367.2293 ]],"{'size': [672, 1008], 'counts': b'RQS973K0<gc0l0H6H7L5K4M4L3N1O2M201M200O1O1O1O100O100O1O1000000O1000000000O2O001O1N101N102L3N2M3N2L4M4I7K6I8Gb0YO`ea:'}",0.98247564,467.5,350.0,False,False,2,8,/154-1,9,784.0,0.1166666666666666
44,7,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,2579,0.7306384475905902,[[407.3814   89.98637 452.3401  172.81598]],"{'size': [672, 1008], 'counts': b'_l[8l0Qd04J5M3N2N2M4M2N2M3N2N2N2N2N2O1N2N2O1N2O1O1O1O1O00100O1001O1N2N2O3L4L3M4K4L3M5J5K7I7I=_OQh\\;'}",0.9789812,429.5,539.5,False,False,2,8,/154-1,9,1352.5,0.2011904761904762
45,8,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,1885,0.8757057561190303,[[413.68774 294.96585 456.48355 352.81927]],"{'size': [672, 1008], 'counts': b'lo_8<]d0=G6K4M3L4M3M3M3N1N2O1O0000001O000000000001O0O2O1O1O001O1O0O2O1O1N2N3M3N2N2M3J6J9ERnY;'}",0.97505003,434.5,347.5,False,False,2,8,/154-1,9,776.5,0.1154761904761904
46,9,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,2932,0.6795334738609898,[[328.20963 125.7783  373.55643 220.81079]],"{'size': [672, 1008], 'counts': b'XRh6h0Td0;F7K4K4L4K6H7I7J6K4M2O1O1O1O10000O1001O00001O1O1O2N2N5bM`]OR2ib0N1O1J5M4O1M3M3O1N2N3K5M4K4K7IgaP='}",0.96920043,350.5,498.0,False,False,2,8,/154-1,9,1228.0,0.1827380952380952
47,12,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,1745,0.8785893384494248,[[349.47156 168.38297 389.6492  224.94557]],"{'size': [672, 1008], 'counts': b'RlU7c0Ud0;K4L4L4L3N2N1O1O1O2N100O1000000O1000O10001N1000001O001O1N2O0O3M2N3L3L6I8FZff<'}",0.95375085,368.5,475.0,False,False,2,8,/154-1,9,1159.0,0.1724702380952381
48,13,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg,early_planting,gt1ra3B73,defoliated,2007,0.7961618918333087,[[448.488   179.7793  488.9534  245.00375]],"{'size': [672, 1008], 'counts': b'_kV9>[d0;K6J6H8H5M2M2O1O1N101O100000001OO11N100000000010O1O001O002N1O1N3N2M3N3K7Hm0oNRQe:'}",0.93707204,468.0,459.5,False,False,2,8,/154-1,9,1112.5,0.1654761904761904
49,0,/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0300000008.jpg,early_planting,gt1ra3B73,defoliated,2349,0.881885704625852,[[364.3431  336.9563  410.74393 403.89276]],"{'size': [672, 1008], 'counts': b'Ya`7h0Td08J5K5K4L3N2N2N2N2N101N1O100O100O100O100O1000000000O2O001N101N1O2N1O2M2O2M3M4M2M5K5J7JlRX<'}",0.9885787,387.5,302.0,False,False,3,8,/154-1,9,942.0,0.1401785714285714
