"...1","image_id","planting_date","genotype","treatment","pistil_area","pistil_circularity","bbox","segm","confidence","center_x","center_y","perimeter_intersect","possible_overlap","scan_position","scan_angle","plant_id","total_scans_for_sample","y_pos_all_overlapped","y_pos_all_overlapped_len_standardized","plant","pistil_count","year"
1123,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0500000008.jpg","late_planting","gt1p","no_treatment",1030,0.585606616669055,"[[162.99483 344.9463  186.93199 413.44653]]","{'size': [672, 1008], 'counts': b'lZ[31dd0k0\\O:G6K4L2O2M3N1N3N2N2O0003M7I6J3M3L4M4K7G;FiQk`0'}",0.9771224,174,291,FALSE,FALSE,5,8,"_test2",8,1480,0.244708994708995,"gt1-P_test__test2",26,21
1120,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0400000008.jpg","late_planting","gt1p","no_treatment",1221,0.41108294145757,"[[505.4019  270.48734 541.53094 355.73163]]","{'size': [672, 1008], 'counts': b'PQ]:a0Xd0=E9H6K5J6J5L2M2O\\Oe0N2000100O101O0O2O1O001N2O2M2O2M2O2N2M2O2M4L3K\\kb9'}",0.94516927,523,359.5,FALSE,FALSE,4,8,"_test2",8,1531.5,0.253141534391534,"gt1-P_test__test2",26,21
1118,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0300000008.jpg","late_planting","gt1p","no_treatment",1012,0.543173157151668,"[[198.77295 178.81319 220.69559 247.79715]]","{'size': [672, 1008], 'counts': b'RjR47Rd0l0E8D<I7M2O10O100O2N2N4L3M1O2N4L5K6I5J9GRmT`0'}",0.9914972,209,458.5,FALSE,FALSE,3,8,"_test2",8,1568,0.259259259259259,"gt1-P_test__test2",26,21
1121,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0400000008.jpg","late_planting","gt1p","no_treatment",1209,0.711926664077784,"[[166.47261 251.11584 194.82838 314.39774]]","{'size': [672, 1008], 'counts': b'TU_3>=1Wc0P1K5L3N1N2O010O0001O001O1O002N1O2M3M3M3M3M4K5K6JYme`0'}",0.91851354,181,389,FALSE,FALSE,4,8,"_test2",8,1679,0.277612433862434,"gt1-P_test__test2",26,21
1127,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0600000008.jpg","late_planting","gt1p","no_treatment",217,0.809450685014218,"[[203.65977 381.2572  217.24307 405.24158]]","{'size': [672, 1008], 'counts': b'[XV45hd05L4L3N1N2O1O1O1001N3L:EjfV`0'}",0.95125747,210,279,FALSE,FALSE,6,8,"_test2",8,1687,0.278935185185185,"gt1-P_test__test2",26,21
1128,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0600000008.jpg","late_planting","gt1p","no_treatment",483,0.686304264256047,"[[169.21393 317.0852  185.78798 357.2413 ]]","{'size': [672, 1008], 'counts': b'\\l_3a0Zd0:J3L3N1O1O100O10000O1001N4TO_\\OLe\\l`0'}",0.919865,177,334.5,FALSE,FALSE,6,8,"_test2",8,2075.5,0.343088624338624,"gt1-P_test__test2",26,21
1124,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0500000008.jpg","late_planting","gt1p","no_treatment",1085,0.585746379561243,"[[605.40594 214.55336 634.97205 280.75113]]","{'size': [672, 1008], 'counts': b'Qm]<6hd05L4L4L4L4L4L4M2M4M2N3M3M3M2N3M2O0O1O10O001N1E=E:E=C>FQWe7'}",0.9254265,619.5,425.5,FALSE,FALSE,5,8,"_test2",8,2287,0.378141534391534,"gt1-P_test__test2",26,21
1125,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0500000008.jpg","late_planting","gt1p","no_treatment",1276,0.462362631683132,"[[655.27295 190.36017 683.1479  277.3746 ]]","{'size': [672, 1008], 'counts': b'Xf^=b0\\d05L4L3M3M4M4L5K3N3N1N2N3M2O1N2N2O1N1O10N2N2N6I=B>WOife6'}",0.90957516,668.5,437.5,FALSE,FALSE,5,8,"_test2",8,2359,0.390046296296296,"gt1-P_test__test2",26,21
1119,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0400000008.jpg","late_planting","gt1p","no_treatment",2084,0.678459253047827,"[[527.5254   78.63109 562.57184 163.96945]]","{'size': [672, 1008], 'counts': b'mbj:h0Ud0:G8I5K4L3M4M1N3N2M3N2N1O2N1O1O2N100O10O0100O01O1O1N2O3L7G;F8E:DbWU9'}",0.9812604,544,550,FALSE,FALSE,4,8,"_test2",8,2484,0.410714285714286,"gt1-P_test__test2",26,21
1122,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0400000008.jpg","late_planting","gt1p","no_treatment",1483,0.549949004221583,"[[594.0136      1.5174468 619.4481     81.59912  ]]","{'size': [672, 1008], 'counts': b'ijU<a0Yd0?@<D<I6K4M3M2N2N2N1O1O1O010O01O00>A7I3M5J5L9D?^OcWo7'}",0.896024,606,631,FALSE,FALSE,4,8,"_test2",8,2889,0.477678571428571,"gt1-P_test__test2",26,21
1126,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0500000008.jpg","late_planting","gt1p","no_treatment",640,0.61057141096364,"[[151.64919   34.966312 171.8308    86.22574 ]]","{'size': [672, 1008], 'counts': b'ZjS35dd0;I4M4I5J6J6J6O11O1O1O1O2N3L3M3L4L5I\\WUa0'}",0.88532907,161,610.5,FALSE,FALSE,5,8,"_test2",8,3397,0.56167328042328,"gt1-P_test__test2",26,21
1129,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test2~0700000008.jpg","late_planting","gt1p","no_treatment",615,0.49837763724389,"[[195.76294 183.65398 213.1976  241.63022]]","{'size': [672, 1008], 'counts': b'PkP4<Vd0?F;C;N3N101O03M5K5K3M4K7I5J6J7IP`Y`0'}",0.97811073,204,458.5,FALSE,FALSE,7,8,"_test2",8,3402,0.5625,"gt1-P_test__test2",26,21
1132,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0000000008.jpg","late_planting","gt1p","no_treatment",1062,0.666556561447029,"[[224.4112  452.14166 254.14778 511.47284]]","{'size': [672, 1008], 'counts': b'Vid4:dd06J7I3N2N2M2O2M3M2N3E:N200O10000001O004L7H4M4K4M4J4L5JlZ^?'}",0.969269,239.5,189,FALSE,FALSE,0,8,"_test3",7,189,0.03515625,"gt1-P_test__test3",24,21
1130,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0000000008.jpg","late_planting","gt1p","no_treatment",1836,0.569390545308521,"[[603.4454 341.6358 637.9062 431.2221]]","{'size': [672, 1008], 'counts': b'h]]<?]d06J7J4L4L3N2L5M2M3M3M3L3L5N2N2N2O1O001N2O001O1O01O001M3RN\\]O^1fb0\\Ng]OZ1Uc0H8I6GY^b7'}",0.990659,621,282.5,FALSE,FALSE,0,8,"_test3",7,282.5,0.0524553571428571,"gt1-P_test__test3",24,21
1136,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0100000008.jpg","late_planting","gt1p","no_treatment",566,0.592135642080102,"[[598.3706  338.74014 618.0832  388.08655]]","{'size': [672, 1008], 'counts': b'o]Y<`0[d09J5L4M2M4N1000O001N1O2N3M9G4L2N2M4J[bo7'}",0.97246075,608,307.5,FALSE,FALSE,1,8,"_test3",7,349,0.0649181547619047,"gt1-P_test__test3",24,21
1131,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0000000008.jpg","late_planting","gt1p","no_treatment",1235,0.536480174395165,"[[567.807   254.15002 591.60236 342.1167 ]]","{'size': [672, 1008], 'counts': b'hfe;d0Td0;G8H8J4M4M3M2N2N3L2N3N2N2001N3M4L6J6I7F9ES\\a8'}",0.98784095,579.5,368,FALSE,FALSE,0,8,"_test3",7,368,0.0684523809523809,"gt1-P_test__test3",24,21
1140,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0200000008.jpg","late_planting","gt1p","no_treatment",1707,0.538974953408433,"[[575.54535 355.34433 603.262   446.37805]]","{'size': [672, 1008], 'counts': b'[\\j;i0oc0b0A;G9H3L3M4L3L5L3N200002N3M3M2N2M3N3M3L5L4K3L:Ef0VOWQZ8'}",0.9072045,588.5,270.5,FALSE,FALSE,2,8,"_test3",7,545.5,0.101376488095238,"gt1-P_test__test3",24,21
1139,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0200000008.jpg","late_planting","gt1p","no_treatment",596,0.705795461493876,"[[597.698   368.52258 619.56226 415.9388 ]]","{'size': [672, 1008], 'counts': b'UjX<a0^d04L3L4J6K3O2N1O12N3M1O2N1O003L4M2M3M5I8Fbln7'}",0.9713388,608,277,FALSE,FALSE,2,8,"_test3",7,565,0.105096726190476,"gt1-P_test__test3",24,21
1133,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0000000008.jpg","late_planting","gt1p","no_treatment",1185,0.543682652783284,"[[597.02026    2.132024 621.82007   77.15838 ]]","{'size': [672, 1008], 'counts': b'VjW<h0oc0=D:F:J5M3N2O1000O2N3N2M4L4L3M2N3M3M3M4L5K5I5K7EZXm7'}",0.9640845,609,631.5,FALSE,FALSE,0,8,"_test3",7,631.5,0.117373511904762,"gt1-P_test__test3",24,21
1134,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0100000008.jpg","late_planting","gt1p","no_treatment",1501,0.52448425211984,"[[571.0609  145.29985 600.27905 238.00984]]","{'size': [672, 1008], 'counts': b'kmf;5ed0;H5J6L3L4L4K5L3L4L4M3M3N2M3M3L4M2O1O2N11N5L7I6I5L5J5K7F\\b[8'}",0.9920094,585,476,FALSE,FALSE,1,8,"_test3",7,686,0.127604166666667,"gt1-P_test__test3",24,21
1137,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0100000008.jpg","late_planting","gt1p","no_treatment",738,0.802545582785367,"[[162.88991 140.05753 188.70996 182.48355]]","{'size': [672, 1008], 'counts': b'UT[32id0?D4L3N2L3M3N2O1O1O2OO02OO110O1O1O2M3N1O3L2N4L3LRoi`0'}",0.8998144,175,510,FALSE,FALSE,1,8,"_test3",7,754,0.140252976190476,"gt1-P_test__test3",24,21
1135,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0100000008.jpg","late_planting","gt1p","no_treatment",1072,0.739024214987883,"[[153.4454   64.59844 178.4293  120.86033]]","{'size': [672, 1008], 'counts': b'QUU3<Sd0h0@;L3N2N10001O0001O0O101O1O1O1N3N2N1N3M2M5J5I`cPa0'}",0.988907,165.5,578.5,FALSE,FALSE,1,8,"_test3",7,891,0.165736607142857,"gt1-P_test__test3",24,21
1141,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0300000008.jpg","late_planting","gt1p","no_treatment",766,0.638641728357425,"[[594.484   336.0692  616.06445 389.36685]]","{'size': [672, 1008], 'counts': b'`jV<;]d0;J5K5G9K4M200O1O1O11O1O4L3M3M3M3M2N4K`0\\O[lP8'}",0.9833559,605,308.5,FALSE,FALSE,3,8,"_test3",7,968,0.180059523809524,"gt1-P_test__test3",24,21
1146,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0400000008.jpg","late_planting","gt1p","no_treatment",1834,0.668756327692629,"[[140.54938 349.91882 176.57188 431.44626]]","{'size': [672, 1008], 'counts': b'_ll2l0oc0;H7J4M4L3M4K3N2O1O000O10O1O011N1O101N1O1O1O2N1O2N3M3M4L4L4L5K6I5J:DRcQa0'}",0.9188002,158,278,FALSE,FALSE,4,8,"_test3",7,1124,0.209077380952381,"gt1-P_test__test3",24,21
1143,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0300000008.jpg","late_planting","gt1p","no_treatment",887,0.615907001790873,"[[194.53824 280.7361  215.37793 339.8251 ]]","{'size': [672, 1008], 'counts': b'aXP4m0mc09I5L4M2M3M3O10000001O2N4L6J4L1M4L6I7I\\SX`0'}",0.9329605,204.5,361.5,FALSE,FALSE,3,8,"_test3",7,1180,0.219494047619048,"gt1-P_test__test3",24,21
1138,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0200000008.jpg","late_planting","gt1p","no_treatment",672,0.783149355253238,"[[549.3574  115.87491 571.9193  160.85887]]","{'size': [672, 1008], 'counts': b'bRY;9cd05J6L4M3M3M2N2O1O1N2O1O100O0101N2N2M4M4J:Enom8'}",0.993111,560.5,533,FALSE,FALSE,2,8,"_test3",7,1333,0.247953869047619,"gt1-P_test__test3",24,21
1142,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0300000008.jpg","late_planting","gt1p","no_treatment",550,0.788932069332296,"[[229.61641 198.57147 252.16403 236.40132]]","{'size': [672, 1008], 'counts': b'eTg48ed08H6K5K3N2N2O000O1001O101N3L4M2N2N2M2N3LWb`?'}",0.9727423,240,454.5,FALSE,FALSE,3,8,"_test3",7,1552,0.288690476190476,"gt1-P_test__test3",24,21
1145,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0400000008.jpg","late_planting","gt1p","no_treatment",375,0.848427790488865,"[[210.46718 282.25638 229.6569  311.45566]]","{'size': [672, 1008], 'counts': b'ShZ4=]d08M3M2O10O010O1O1O1O1O1O2N1O2M3M5Jemn?'}",0.94423497,219.5,375.5,FALSE,FALSE,4,8,"_test3",7,1611.5,0.299665178571428,"gt1-P_test__test3",24,21
1144,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0400000008.jpg","late_planting","gt1p","no_treatment",307,0.847830591026965,"[[557.25244 272.18436 573.8109  298.4552 ]]","{'size': [672, 1008], 'counts': b'k^^;=`d04M3M2O1O100O10O100N2N3M2N4L3K_al8'}",0.96870023,565.5,387,FALSE,FALSE,4,8,"_test3",7,1669,0.310453869047619,"gt1-P_test__test3",24,21
1149,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0500000008.jpg","late_planting","gt1p","no_treatment",666,0.758935102302892,"[[570.984   306.19165 593.2941  349.30814]]","{'size': [672, 1008], 'counts': b'lPg;5ed0k0YO4N2N2N10O1O001O1O1O1O2N1N3N1M4M2N2N3M4LhP`8'}",0.9878962,581.5,344,FALSE,FALSE,5,8,"_test3",7,1798,0.334449404761905,"gt1-P_test__test3",24,21
1153,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0700000008.jpg","late_planting","gt1p","no_treatment",532,0.589118723261411,"[[588.63416 373.96243 606.1145  424.38663]]","{'size': [672, 1008], 'counts': b']mR<d0Ud09J6K4M3M2010O2N3M4L4L4L4L3L6I5JW]W8'}",0.9867401,597,271,FALSE,FALSE,7,8,"_test3",7,1902,0.353794642857143,"gt1-P_test__test3",24,21
1148,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0500000008.jpg","late_planting","gt1p","no_treatment",583,0.678115378180019,"[[614.87756 227.98306 635.625   274.8091 ]]","{'size': [672, 1008], 'counts': b'i_d<a0\\d05M2M4M3L3M2N2O2N1O100003M:E4M3M3M5Jm`d7'}",0.9916813,625,418.5,FALSE,FALSE,5,8,"_test3",7,2245,0.417596726190476,"gt1-P_test__test3",24,21
1147,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0400000008.jpg","late_planting","gt1p","no_treatment",262,0.606169447497843,"[[617.16693 120.16923 632.144   156.10516]]","{'size': [672, 1008], 'counts': b'Yfe<;_d0:G6N2002N2M4L2N1O2L2O2M4Lbcf7'}",0.8997281,624.5,532,FALSE,FALSE,4,8,"_test3",7,2394,0.4453125,"gt1-P_test__test3",24,21
1151,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0600000008.jpg","late_planting","gt1p","no_treatment",194,0.900139479794003,"[[599.031   207.89915 613.7495  230.02205]]","{'size': [672, 1008], 'counts': b'hnY<9ed04L3N2N100O11O001N3M5K6ITPS8'}",0.93571234,606,453.5,FALSE,FALSE,6,8,"_test3",7,2908.5,0.540922619047619,"gt1-P_test__test3",24,21
1150,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/late_planting/gt1-P_test/gt1_p_test3~0500000008.jpg","late_planting","gt1p","no_treatment",347,0.502946185561275,"[[618.57336    2.727555 634.27765   41.479557]]","{'size': [672, 1008], 'counts': b'hWf<;bd05K6J4L3L4L4O1001kNW\\O05i0Ud0J3M1O1N6DX]e7'}",0.93343973,626,650.5,FALSE,FALSE,5,8,"_test3",7,3637,0.676525297619048,"gt1-P_test__test3",24,21
